name	ra	dec
ECO00506	163.133	39.725
ECO00507	171.985	3.7107
ECO00508	184.749	48.8709
ECO00509	159.947	26.7472
ECO00510	186.123	48.5532
ECO00511	201.231	3.5486
ECO00512	204.183	3.276
ECO00513	228.99	46.7908
ECO00514	233.472	40.7757
ECO00515	233.776	43.0558
ECO00516	143.477	38.8122
ECO00517	158.557	45.5083
ECO00518	161.694	3.1618
ECO00519	198.243	12.478
ECO00520	198.16	26.7987
ECO00521	200.834	3.7199
ECO00522	197.974	-0.858
ECO00523	136.499	22.9141
ECO00524	142.159	16.1207
ECO00525	169.658	26.8579
ECO00526	146.596	23.6685
ECO00527	149.471	22.1234
ECO00528	151.03	22.4932
ECO00529	153.673	29.2858
ECO00530	156.161	29.9427
ECO00531	157.43	20.4317
ECO00532	158.019	22.797
ECO00533	194.826	26.8898
ECO00534	158.976	28.1683
ECO00535	161.956	16.0425
ECO00536	166.87	22.8541
ECO00537	166.891	22.944
ECO00538	168.384	23.1577
ECO00539	169.877	28.6406
ECO00540	170.841	30
ECO00541	171.76	28.2415
ECO00542	217.344	27.5098
ECO00543	178.622	28.7654
ECO00544	181.467	29.4468
ECO00545	183.493	32.3312
ECO00546	188.037	30.7153
ECO00547	190.878	33.4173
ECO00548	191.752	30.7275
ECO00549	191.852	29.2073
ECO00550	137.235	27.5139
ECO00551	192.339	34.2584
ECO00552	193.904	35.3404
ECO00553	194.206	31.4988
ECO00554	194.218	28.1882
ECO00555	199.538	34.1998
ECO00556	200.688	30.8874
ECO00557	203.628	34.6592
ECO00558	133.366	27.7474
ECO00559	204.262	36.2734
ECO00560	206.622	30.4048
ECO00561	199.605	3.9767
ECO00562	236.034	22.9798
ECO00563	198.113	33.2209
ECO00564	162.583	16.3127
ECO00565	167.466	23.9151
ECO00566	193.298	27.8377
ECO00567	189.706	29.9724
ECO00568	237.344	18.3787
ECO00569	130.113	18.5742
ECO00570	170.972	30.0535
ECO00571	183.765	31.535
ECO00572	165.122	23.3995
ECO00573	136.525	16.2045
ECO00574	146.4	21.465
ECO00575	207.375	34.7973
ECO00576	194.154	27.8849
ECO00577	205.241	31.4191
ECO00578	148.539	28.1049
ECO00579	179.746	29.1934
ECO00580	182.858	31.9617
ECO00581	150.656	21.3199
ECO00582	167.335	22.7458
ECO00583	147.275	9.0881
