#ID SDSSID RA DEG z Plate MJD Fiber nspec
 6856 J120332.94+022934.7 180.88727      2.4929611    0.0774841   517 52024 360 1
 6857 J120334.56+041435.6 180.89398      4.2432135    0.110209    841 52375  70 1
 6858 J120341.83+010006.9 180.9243       1.0019064    0.241656    286 51999 413 1
 6859 J120342.90+360625.3 180.92873     36.107015     0.148158   2103 53467 143 1
 6860 J120342.90+224133.3 180.92877     22.692584     0.221079   2644 54210 359 1
 6861 J120344.35+335700.1 180.93478     33.950036     0.250164   2099 53469  24 1
 6862 J120346.00+363953.5 180.94166     36.66486      0.316983   2103 53467 488 1
 6863 J120346.06+494650.7 180.94192     49.780763     0.154706    969 52442 197 1
 6864 J120347.70+520749.8 180.94876     52.130497     0.177601    883 52430 320 1
 6865 J120348.04+453318.7 180.95016     45.555204     0.273937   1369 53089 526 1
 6866 J120348.08+455951.1 180.95034     45.997533     0.343607   1369 53089 581 1
 6867 J120349.20+020557.0 180.95501      2.0991743    0.0809849   517 52024 302 1
 6868 J120351.41+262804.8 180.96422     26.468006     0.101642   2226 53819   3 1
 6869 J120356.25+595036.1 180.98439     59.843348     0.0619083   954 52405 234 1
 6870 J120400.89+084843.2 181.0037       8.8120023    0.278639   1228 52728  50 1
 6871 J120407.49+383244.9 181.03122     38.545818     0.150888   2108 53473 434 1
 6872 J120409.54+502705.4 181.03976     50.451499     0.310524    969 52442 469 1
 6873 J120409.95+362601.1 181.04146     36.433646     0.327464   2103 53467 516 1
 6874 J120411.81+135012.3 181.04919     13.836758     0.298804   1764 53467 208 1
 6875 J120413.26+481908.9 181.05525     48.319141     0.117637   1449 53116 370 1
 6876 J120413.93+203334.1 181.05804     20.559475     0.241889   2608 54474 501 1
 6877 J120414.62-003009.5 181.06092     -0.50263565   0.168412    286 51999 226 1
 6878 J120415.96+560258.0 181.0665      56.049457     0.0900044  1018 52672 452 1
 6879 J120422.15-012203.3 181.09228     -1.3675967    0.0834228   331 52368 617 1
 6880 J120424.54+192509.8 181.10226     19.419387     0.167417   2609 54476 301 1
 6881 J120426.46+110300.9 181.11026     11.050247     0.256464   1228 52728 575 1
 6882 J120428.64+232357.8 181.11934     23.399383     0.276859   2643 54208 579 1
 6883 J120429.06+333548.3 181.1211      33.596743     0.219238   2089 53498 267 1
 6884 J120432.05+273003.8 181.13353     27.501068     0.346607   2227 53820 200 2
 6885 J120433.01-014228.4 181.13755     -1.7078934    0.202086    331 52368 611 1
 6886 J120434.27+201734.2 181.14281     20.292825     0.216477   2608 54474 554 1
 6887 J120439.53+652318.4 181.16471     65.388452     0.168421    599 52317 390 1
 6888 J120442.11+275411.8 181.17545     27.903284     0.165079   2226 53819 585 1
 6889 J120443.32+311038.2 181.18051     31.177287     0.0249159  2228 53818 334 1
 6890 J120447.92+170256.9 181.19966     17.049142     0.298249   2595 54207 150 1
 6891 J120448.92+041208.1 181.20383      4.2022624    0.264178    842 52376 194 1
 6892 J120449.71+510044.0 181.20712     51.012213     0.0826301   969 52442 445 1
 6893 J120452.90-032626.0 181.2204      -3.4405603    0.296875    331 52368  10 1
 6894 J120455.16+533409.6 181.22984     53.569331     0.123157    882 52370 521 1
 6895 J120458.35+121018.7 181.24313     12.171848     0.119804   1611 53147 180 1
 6896 J120504.22+102658.1 181.26757     10.44946      0.183624   1229 52723 350 1
 6897 J120507.07+222043.3 181.27946     22.345357     0.30858    2643 54208 112 1
 6898 J120507.18+184459.5 181.2799      18.749873     0.188728   2595 54207 525 1
 6899 J120510.23+333532.3 181.29264     33.5923       0.299293   2095 53474 576 1
 6900 J120510.96+213044.3 181.29565     21.512298     0.214983   2643 54208   1 1
 6901 J120511.83+183856.6 181.29929     18.649064     0.348032   2608 54474  50 1
 6902 J120512.56-030502.4 181.30235     -3.0839885    0.309294    331 52368  30 1
 6903 J120516.27+013508.3 181.31778      1.5856501    0.111773    517 52024 243 1
 6904 J120517.70+520109.0 181.32377     52.019176     0.189473    882 52370 117 1
 6905 J120517.79+290514.5 181.32411     29.087365     0.148415   2228 53818 285 1
 6906 J120521.08+285621.3 181.33784     28.939252     0.20678    2225 53729  10 1
 6907 J120521.64+423116.2 181.34017     42.52117      0.130464   1448 53120 485 1
 6908 J120523.93+130324.3 181.3497      13.056759     0.311482   1611 53147 487 1
 6909 J120524.11+532235.7 181.35044     53.376591     0.240175    882 52370 563 1
 6910 J120524.63+661403.5 181.35263     66.234315     0.336845    493 51957 206 1
 6911 J120524.91+114538.1 181.35378     11.760583     0.114862   1611 53147  91 1
 6912 J120533.89+491733.2 181.39119     49.292561     0.214643    969 52442 163 1
 6913 J120535.09+390312.5 181.39619     39.05347      0.125294   2108 53473 410 1
 6914 J120540.30+384636.9 181.41792     38.776914     0.306621   2108 53473 483 1
 6915 J120544.01+491820.2 181.43338     49.3056       0.215731    969 52442 169 1
 6916 J120544.86+345618.0 181.43692     34.938344     0.0986204  2089 53498 377 1
 6917 J120547.69+432527.8 181.44872     43.424394     0.227217   1448 53120 521 1
 6918 J120548.17+584814.4 181.45071     58.803996     0.276469    954 52405 126 1
 6919 J120549.87+351046.0 181.45779     35.179432     0.0534726  2089 53498 364 1
 6920 J120549.94+322430.8 181.45807     32.408563     0.213388   2004 53737 354 1
 6921 J120550.35+134145.3 181.45981     13.695924     0.255711   1611 53147 563 1
 6922 J120551.12+431851.3 181.463       43.314258     0.244467   1448 53120 535 1
 6923 J120552.88+333420.8 181.47034     33.57245      0.115278   2089 53498 185 1
 6924 J120554.64+111031.1 181.47766     11.175294     0.287639   1229 52723 322 1
 6925 J120556.01+495956.2 181.48339     49.998945     0.0630936   969 52442 156 1
 6926 J120556.80+081425.5 181.48665      8.2404261    0.23699    1623 53089 574 1
 6927 J120558.17+412825.4 181.49236     41.473719     0.226208   1448 53120  92 1
 6928 J120605.17+353825.0 181.52156     35.64029      0.286782   2103 53467  61 1
 6929 J120607.23+340324.2 181.53012     34.056721     0.101486   2089 53498 196 1
 6930 J120608.39+343657.2 181.53494     34.615892     0.147316   2089 53498 463 1
 6931 J120609.49+092508.5 181.53956      9.4190244    0.271738   1229 52723 280 1
 6932 J120615.67+033624.2 181.56528      3.6067204    0.133327    517 52024 368 1
 6933 J120616.96+363426.5 181.57068     36.574041     0.249023   2105 53472 354 1
 6934 J120618.63+575247.8 181.57764     57.879953     0.256607   1314 53050 472 1
 6935 J120619.54+112500.4 181.58141     11.416775     0.201282   1611 53147  48 1
 6936 J120620.50+565948.1 181.58543     56.996686     0.301373   1313 52790 633 1
 6937 J120622.63+603233.7 181.59429     60.542691     0.176124    954 52405 498 1
 6938 J120625.93+613000.5 181.60803     61.500137     0.312987    778 54525  93 2
 6939 J120626.28+424426.1 181.6095      42.740579     0.0520154  1448 53120 550 1
 6940 J120626.69+291258.7 181.61119     29.216296     0.297423   2225 53729  27 1
 6941 J120628.98+503001.4 181.62074     50.500398     0.171978    969 52442 505 1
 6942 J120629.36+281436.1 181.62233     28.243361     0.292688   2229 53823 354 1
 6943 J120630.13+101751.3 181.62554     10.29757      0.0635139  1228 52728 630 1
 6944 J120633.80+271635.5 181.64082     27.276517     0.172341   2226 53819  79 1
 6945 J120635.22+175312.3 181.64673     17.886752     0.146144   2595 54207 589 1
 6946 J120637.06+564146.7 181.6544      56.696308     0.296637   1314 53050 232 1
 6947 J120638.14+632630.7 181.65892     63.44185      0.254774    778 52337 441 2
 6948 J120642.39+344756.9 181.67664     34.799133     0.254138   2089 53498 478 1
 6949 J120644.92+532658.6 181.68715     53.449611     0.284358    882 52370 579 1
 6950 J120648.30+065912.2 181.70127      6.986732     0.0802706  1623 53089 105 1
 6951 J120655.63+501737.2 181.73181     50.293656     0.0619991   970 52413 347 1
 6952 J120656.50+270145.8 181.73542     27.029395     0.130098   2227 53820 180 1
 6953 J120657.59+415951.2 181.73997     41.997559     0.319798   1450 53120 283 1
 6954 J120658.15+474327.4 181.74229     47.724287     0.0649163  1449 53116 497 1
 6955 J120658.93+091129.0 181.74555      9.1913947    0.32341    1228 52728  11 1
 6956 J120659.03+373901.9 181.74595     37.650523     0.187671   2108 53473 125 1
 6957 J120700.30-021927.1 181.75125     -2.3241934    0.308479    332 52367 399 1
 6958 J120704.75+090647.9 181.76979      9.1133112    0.0344402  1229 52723 299 1
 6959 J120705.29+253906.1 181.77205     25.651682     0.0983495  2656 54484 374 1
 6960 J120706.90+013500.5 181.77877      1.5834658    0.210681    517 52024 219 1
 6961 J120711.25+334841.7 181.79687     33.811586     0.134593   2089 53498 165 1
 6962 J120711.65+303824.8 181.79856     30.640225     0.213998   2228 53818 425 1
 6963 J120713.07+174843.5 181.80447     17.812083     0.148497   2595 54207 591 1
 6964 J120713.50+272149.6 181.80626     27.363764     0.21506    2229 53823 306 1
 6965 J120715.58+151215.9 181.81493     15.204406     0.106872   1765 53466 353 1
 6966 J120717.81+364801.0 181.82421     36.800287     0.249887   2103 53467 582 1
 6967 J120719.60+594730.7 181.83166     59.79186      0.115089    954 52405 180 1
 6968 J120719.82+241155.9 181.83257     24.198864     0.050502   2656 54484 131 1
 6969 J120721.00+262429.2 181.8375      26.408099     0.323604   2227 53820  85 1
 6970 J120722.08+385215.9 181.84201     38.871073     0.307298   2108 53473 506 1
 6971 J120725.53+452644.8 181.85639     45.445768     0.238055   1369 53089 561 1
 6972 J120726.41+223903.7 181.86006     22.651041     0.198185   2644 54210 427 1
 6973 J120727.98+253610.9 181.86659     25.60304      0.0482872  2656 54484 469 1
 6974 J120732.71-013819.4 181.8863      -1.638722     0.323526    332 52367 323 1
 6975 J120733.33+310841.6 181.88888     31.144877     0.224756   2228 53818 402 1
 6976 J120736.23+624604.1 181.90094     62.767804     0.111356    778 54525 485 1
 6977 J120743.63+480925.8 181.93178     48.157165     0.261765   1449 53116 510 1
 6978 J120744.10+255618.9 181.93376     25.938591     0.290101   2656 54484 409 1
 6979 J120753.12+150221.2 181.97135     15.039236     0.0854238  1764 53467 558 1
 6980 J120755.15+245727.7 181.9798      24.957704     0.259551   2656 54484 196 1
 6981 J120755.83+060402.8 181.98263      6.0674476    0.136076    842 52376 530 1
 6982 J120756.90+305443.3 181.98707     30.912026     0.167482   2228 53818 415 1
 6983 J120800.35+464107.1 182.00144     46.685292     0.102097   1449 53116  96 1
 6984 J120801.06+461132.7 182.00442     46.192429     0.101506   1449 53116  83 1
 6985 J120802.75+653238.3 182.01146     65.543985     0.236974    599 52317 428 1
 6986 J120804.26+063944.1 182.01776      6.6622574    0.26066    1623 53089   9 1
 6987 J120805.90+542258.7 182.02457     54.38298      0.286256   1018 52672 104 1
 6988 J120805.91+213826.4 182.02464     21.640675     0.255129   2644 54210 256 1
 6989 J120807.57+310036.4 182.03156     31.010117     0.279557   2228 53818 460 1
 6990 J120814.36+641047.6 182.05984     64.179897     0.105352    599 52317 220 1
 6991 J120815.75+585037.0 182.06561     58.843607     0.135724   1314 53050 443 1
 6992 J120816.22+300738.3 182.06758     30.127306     0.138635   2228 53818 466 1
 6993 J120816.85+122517.6 182.07021     12.421548     0.136882   1611 53147  78 1
 6994 J120831.20+360351.8 182.13001     36.064377     0.165899   2103 53467  30 1
 6995 J120833.06+410117.5 182.13777     41.021516     0.311603   1995 53415 390 1
 6996 J120836.75+223934.4 182.15312     22.659556     0.199754   2644 54210 475 1
 6997 J120837.42+353630.1 182.15593     35.608354     0.147057   2089 53498 530 1
 6998 J120841.64+401513.0 182.17352     40.253603     0.298272   1995 53415 225 1
 6999 J120841.85+015039.0 182.17439      1.844174     0.160769    517 52024 117 1
 7000 J120843.04+450648.1 182.17932     45.113348     0.334756   1369 53089 620 1
 7001 J120847.75+310310.8 182.19894     31.053011     0.145136   2228 53818 449 1
 7002 J120847.80+135906.8 182.19917     13.985219     0.29044    1764 53467  13 1
 7003 J120847.81+671833.8 182.19922     67.309393     0.248259    493 51957 180 1
 7004 J120848.19+013634.4 182.20079      1.6095585    0.212559    517 52024  99 1
 7005 J120848.82+101342.6 182.2034      10.228506     0.115798   1229 52723 495 1
 7006 J120851.06+182028.4 182.21275     18.341217     0.148935   2596 54207 337 1
 7007 J120852.62+010649.9 182.21927      1.1138685    0.248372    286 51999 620 1
 7008 J120857.30+261854.0 182.23876     26.315009     0.216018   2227 53820  46 1
 7009 J120900.12+250533.6 182.25049     25.092671     0.201023   2656 54484 517 1
 7010 J120901.10+563343.9 182.2546      56.562183     0.0615261  1314 53050  92 1
 7011 J120902.49+250015.6 182.26037     25.004332     0.193523   2656 54484 158 1
 7012 J120903.57+205814.8 182.26488     20.970784     0.110583   2644 54210 201 1
 7013 J120904.42+483728.7 182.26841     48.624646     0.280912   1449 53116 572 1
 7014 J120910.90+291130.3 182.29543     29.191748     0.139266   2228 53818 122 1
 7015 J120921.36+063937.2 182.339        6.6603257    0.230963   1624 53386 319 1
 7016 J120924.80+102554.0 182.35333     10.431657     0.262654   1229 52723 508 1
 7017 J120929.17+330530.1 182.37155     33.0917       0.0304026  2004 53737 403 1
 7018 J120930.37+061148.4 182.37653      6.1967857    0.235939    843 52378 321 1
 7019 J120932.94+322429.3 182.38723     32.408148     0.130622   2004 53737 425 1
 7020 J120941.25+651219.3 182.42189     65.20536      0.310463    599 52317 468 1
 7021 J120942.85+590057.5 182.42853     59.015969     0.0960274   954 52405  44 1
 7022 J120944.29+080108.8 182.43454      8.0191076    0.325929   1624 53386 343 1
 7023 J120944.82+023212.7 182.43674      2.536861     0.238386    517 52024 591 1
 7024 J120945.21+321701.1 182.43838     32.283637     0.144354   2004 53737 466 1
 7025 J120950.87+554113.1 182.46195     55.686981     0.339017   1018 52672 580 1
 7026 J120954.62+062813.0 182.47758      6.4702788    0.0797968  1624 53386 243 1
 7027 J121001.85+061321.7 182.50769      6.2227       0.0797856  1624 53386 294 1
 7028 J121006.01+315814.2 182.52503     31.970624     0.18175    2004 53737 239 1
 7029 J121006.02+333603.0 182.52508     33.600826     0.225315   2089 53498 110 1
 7030 J121006.15+070217.1 182.52564      7.038073     0.325065   1624 53386 239 1
 7031 J121007.05+574423.5 182.52939     57.739868     0.299565   1314 53050 512 1
 7032 J121007.10+362336.1 182.5296      36.393352     0.243355   2105 53472 436 1
 7033 J121010.71+131105.9 182.54461     13.184959     0.153371   1612 53149 405 1
 7034 J121011.68+351703.9 182.54868     35.284422     0.135975   2105 53472 257 1
 7035 J121013.58+182002.9 182.55657     18.334135     0.196821   2596 54207 376 1
 7036 J121018.35+015405.9 182.57647      1.9016508    0.215918    517 52024  27 1
 7037 J121020.93+315005.3 182.58721     31.834806     0.23239    2004 53737 189 1
 7038 J121025.58+404307.3 182.60659     40.718688     0.165097   1995 53415 428 1
 7039 J121026.40-002137.4 182.61001     -0.36039193   0.291479    286 51999  35 1
 7040 J121027.06+383310.6 182.61273     38.552954     0.263589   2001 53493 355 1
 7041 J121032.58+414029.9 182.63574     41.674973     0.198672   1448 53120  17 1
 7042 J121033.41+262959.6 182.63919     26.499888     0.262662   2229 53823 220 1
 7043 J121035.38+002819.0 182.64742      0.47193277   0.097352    287 52023 398 1
 7044 J121036.37+111232.0 182.65153     11.2089       0.267091   1229 52723 529 1
 7045 J121038.52+425046.9 182.6605      42.846369     0.0807602  1448 53120 621 1
 7046 J121041.04+191155.6 182.67101     19.198791     0.159688   2609 54476  88 1
 7047 J121043.56-003907.3 182.68148     -0.65201896   0.331188    287 52023 264 1
 7048 J121043.67+403226.3 182.68194     40.540629     0.0984883  1995 53415 198 1
 7049 J121044.10+164533.2 182.68376     16.75921      0.216638   2596 54207 245 1
 7050 J121044.28+382010.3 182.68449     38.33619      0.0228725  2108 53473 120 1
 7051 J121044.63+463540.0 182.68597     46.594457     0.299904   1449 53116   7 1
 7052 J121045.64+272536.5 182.69016     27.426803     0.230098   2229 53823 233 1
 7053 J121048.06+393745.3 182.70023     39.629254     0.197021   2108 53473 605 1
 7054 J121049.31-022056.0 182.70545     -2.348898     0.272605    332 52367 512 1
 7055 J121051.71-033520.9 182.71547     -3.5891486    0.317001    332 52367 210 1
 7056 J121053.36+471910.4 182.72235     47.319563     0.187827   1449 53116  79 1
