#ID SDSSID RA DEG z Plate MJD Fiber nspec
13596 J165139.85+433716.9 252.91603     43.621369     0.176464    629 52051  13 1
13597 J165211.33+283406.4 253.0472      28.568458     0.104279   1691 53260 404 1
13598 J165219.48+290319.1 253.08115     29.055316     0.207917   1690 53475 562 1
13599 J165219.52+231409.9 253.08134     23.236085     0.139933   1424 52912 169 1
13600 J165219.52+401413.1 253.08135     40.23696      0.343685    630 52050 544 1
13601 J165221.38+341641.7 253.0891      34.278252     0.262835    972 52435 351 1
13602 J165227.76+200222.5 253.11567     20.03959      0.340684   1568 53169 486 1
13603 J165229.13+374010.2 253.12137     37.669508     0.165562    632 52071 300 1
13604 J165234.04+275607.8 253.14184     27.935501     0.302175   1690 53475 583 1
13605 J165252.60+360057.4 253.21918     36.015957     0.281029    819 52409 133 1
13606 J165307.23+430455.9 253.28014     43.082196     0.331773    631 52079 535 1
13607 J165309.81+421937.2 253.29087     42.326992     0.308199    631 52079 490 1
13608 J165313.08+332125.7 253.3045      33.357147     0.298875   1175 52791  48 1
13609 J165320.61+614254.4 253.33589     61.715107     0.277744    351 51780 355 1
13610 J165323.52+401636.9 253.34798     40.276907     0.0968447   630 52050 586 1
13611 J165335.76+373255.4 253.39898     37.548728     0.217767    632 52071 253 1
13612 J165338.69+634010.7 253.41122     63.669627     0.278986    349 51699 492 1
13613 J165338.99+615921.1 253.41244     61.989181     0.207571    351 51780 360 1
13614 J165352.83+384542.1 253.47012     38.761705     0.322994    632 52071 461 1
13615 J165356.65+373632.2 253.48605     37.608939     0.219076    632 52071 208 1
13616 J165400.85+210856.9 253.50356     21.149149     0.213784   1415 52885 243 1
13617 J165408.16+392533.4 253.53399     39.425932     0.0692629   632 52071 409 1
13618 J165412.13+625344.0 253.55054     62.895564     0.105959    349 51699 216 1
13619 J165427.14+203350.5 253.6131      20.564037     0.278617   1568 53169 536 1
13620 J165429.19+240740.5 253.62162     24.127904     0.139264   1424 52912 581 1
13621 J165430.72+395419.8 253.628       39.905488     0.339675    630 52050  38 1
13622 J165435.31+620057.9 253.64712     62.016084     0.159121    351 51780 348 1
13623 J165435.50+184959.5 253.64793     18.833198     0.0815938  1567 53172 397 1
13624 J165435.84+330251.4 253.64935     33.04761      0.122167   1175 52791  31 1
13625 J165437.26+301654.0 253.65526     30.281662     0.185922   1343 52790  43 1
13626 J165447.56+355816.6 253.69818     35.971279     0.141592    819 52409  88 1
13627 J165504.70+215039.5 253.76959     21.84431      0.133041   1415 52885 170 1
13628 J165514.21+201442.1 253.80922     20.245014     0.0841234  1568 53169 545 1
13629 J165516.55+321555.2 253.81895     32.265321     0.1782     1176 52791 482 1
13630 J165529.17+344021.1 253.87154     34.672528     0.28589     972 52435 333 1
13631 J165530.84+190557.6 253.8785      19.099322     0.16376    1568 53169  63 1
13632 J165551.37+214601.8 253.96405     21.767169     0.153608   1415 52885 144 1
13633 J165601.61+211241.2 254.00669     21.211431     0.0490869  1415 52885 134 1
13634 J165612.00+422553.6 254.05        42.431561     0.0693456   631 52079 584 1
13635 J165627.31+623226.7 254.1138      62.540739     0.184629    351 51780 325 1
13636 J165632.42+340049.3 254.1351      34.013684     0.257281    972 52435 271 1
13637 J165633.87+641043.7 254.14111     64.178816     0.27187     349 51699 518 1
13638 J165636.99+371439.6 254.15411     37.244328     0.0627664   820 52438 406 1
13639 J165640.56+275256.9 254.16899     27.882467     0.194989   1691 53260 609 1
13640 J165641.98+632307.7 254.17493     63.385483     0.160935    349 51699 180 1
13641 J165642.08+363049.2 254.17532     36.513678     0.139598    820 52433 486 2
13642 J165643.36+254136.8 254.18067     25.693556     0.242866   1693 53446 425 1
13643 J165658.38+630051.1 254.24326     63.014185     0.168975    349 51699 162 1
13644 J165705.67+364950.7 254.27363     36.830757     0.165732    820 52438 488 1
13645 J165715.05+394508.9 254.31272     39.752486     0.142127    633 52079 421 1
13646 J165717.01+211758.4 254.32087     21.299547     0.221546   1415 52885  90 1
13647 J165718.41+341637.0 254.32671     34.276947     0.0999724   972 52435 433 1
13648 J165726.61+244357.3 254.36088     24.732571     0.199563   1693 53446 224 1
13649 J165731.78+342559.3 254.38243     34.43313      0.19087     972 52435 435 1
13650 J165737.30+604939.3 254.40543     60.827595     0.313177    351 51780 290 1
13651 J165741.11+223239.8 254.42128     22.544394     0.294252   1415 52885 502 1
13652 J165754.35+203417.0 254.47647     20.571389     0.216587   1425 52913 315 1
13653 J165757.51+382327.8 254.48962     38.391044     0.181525    633 52079 285 1
13654 J165810.11+622456.4 254.54213     62.415655     0.119141    351 51780 380 1
13655 J165822.32+183735.2 254.593       18.626438     0.176829   1567 53172 491 1
13656 J165828.43+245806.0 254.61847     24.968339     0.19124    1692 53473  53 1
13657 J165838.43+312844.6 254.66012     31.479047     0.091407   1176 52791  66 1
13658 J165847.62+403730.6 254.69841     40.625162     0.322753    633 52079 405 1
13659 J165900.50+323717.8 254.75207     32.621608     0.0947523   973 52426 279 1
13660 J165901.57+261956.6 254.75653     26.3324       0.320653   1693 53446 457 1
13661 J165902.88+315711.1 254.76199     31.953097     0.203621   1176 52791  80 1
13662 J165904.16+623012.3 254.76735     62.50343      0.280388    351 51780 363 1
13663 J165914.69+313423.4 254.81119     31.57318      0.264478   1176 52791  28 1
13664 J165926.19+314910.4 254.85911     31.819552     0.189945   1176 52791  35 1
13665 J165939.77+183436.8 254.91571     18.576895     0.170775   1567 53172 113 1
13666 J165958.35+283702.3 254.99311     28.617298     0.143535   2829 54623 477 1
13667 J165958.94+620218.1 254.99557     62.038373     0.232174    351 51780 476 1
13668 J170002.14+383258.2 255.00893     38.54951      0.16651     633 52079 251 1
13669 J170013.70+400855.7 255.05709     40.148796     0.0941015   633 52079 532 1
13670 J170026.78+220918.4 255.11157     22.155117     0.108086   1415 52885 600 1
13671 J170028.36+401511.0 255.11818     40.253042     0.256107    633 52079 535 1
13672 J170032.09+315500.7 255.13369     31.916866     0.203167    973 52426 287 1
13673 J170033.27+355256.6 255.13863     35.882378     0.142628    820 52438 107 1
13674 J170046.78+291926.6 255.19493     29.324046     0.0681188  2808 54524 380 1
13675 J170046.95+622056.4 255.19563     62.348994     0.276206    349 51699  55 1
13676 J170052.63+330719.3 255.21931     33.122021     0.189628    972 52435  85 2
13677 J170102.29+340400.6 255.25954     34.066831     0.0943877   972 52435 520 1
13678 J170116.08+354945.3 255.317       35.829243     0.112521    820 52438  76 1
13679 J170130.56+334831.2 255.37732     33.808675     0.230843    974 52427 294 1
13680 J170153.17+622704.9 255.47155     62.451349     0.339244    349 51699  46 1
13681 J170158.25+222641.9 255.49269     22.444975     0.1968     1688 53462 299 1
13682 J170200.88+353439.3 255.50367     35.577572     0.160892    974 52427 373 1
13683 J170201.82+362157.9 255.50758     36.366073     0.0982322   820 52438 600 1
13684 J170207.31+235650.0 255.53045     23.947225     0.167281   1693 53446  47 1
13685 J170210.22+275142.9 255.5426      27.861915     0.104695   2829 54623 183 1
13686 J170211.15+605848.1 255.54644     60.980036     0.1646      351 51780 183 1
13687 J170217.43+210658.4 255.57262     21.116222     0.218955   1425 52913 430 1
13688 J170223.23+323130.1 255.59679     32.525028     0.274543    973 52426 147 1
13689 J170225.33+222804.6 255.60553     22.467942     0.312752   1415 52885 622 1
13690 J170226.20+341117.4 255.60917     34.188159     0.105335    973 52426 402 1
13691 J170227.23+332628.6 255.61344     33.441276     0.188298    972 52435  59 1
13692 J170231.07+324719.7 255.62944     32.788795     0.163371    973 52426 114 1
13693 J170239.09+245304.4 255.66286     24.884551     0.0677348  1693 53446 113 1
13694 J170244.13+330923.2 255.68388     33.15644      0.0827178   973 52426 496 1
13695 J170246.09+602818.9 255.69205     60.471919     0.0689193   351 51780 202 1
13696 J170250.47+334409.7 255.71029     33.736022     0.201489    972 52435 118 1
13697 J170256.50+392345.1 255.73543     39.395853     0.138442    633 52079 598 1
13698 J170302.89+191034.0 255.76203     19.17611      0.290438   1425 52913 123 1
13699 J170322.43+243811.8 255.84345     24.636603     0.236679   1688 53462 370 2
13700 J170328.97+614110.0 255.87069     61.686103     0.0771299   351 51780 485 1
13701 J170332.60+400046.2 255.88583     40.012833     0.235328    633 52079 610 1
13702 J170352.89+335545.8 255.97039     33.929382     0.335342    972 52435  80 1
13703 J170353.47+312630.2 255.97281     31.441731     0.15873     973 52426  50 1
13704 J170355.79+604511.8 255.98244     60.75328      0.284729    353 51703 374 1
13705 J170407.68+221938.0 256.03201     22.327214     0.236416   1688 53462 245 1
13706 J170409.10+333042.4 256.03792     33.511785     0.142713    974 52427 260 1
13707 J170409.94+250540.7 256.04142     25.094635     0.313965   1693 53446 594 1
13708 J170417.85+365905.6 256.07436     36.98489      0.122006   2971 54590 461 1
13709 J170425.11+333146.0 256.10464     33.529438     0.290201    974 52427 203 1
13710 J170436.00+235233.9 256.14998     23.876078     0.269684   1687 53260 153 1
13711 J170446.98+370601.7 256.19575     37.100468     0.209823   2971 54590 494 1
13712 J170450.79+221117.0 256.21161     22.188068     0.207265   1688 53462 204 1
13713 J170451.82+374905.4 256.21592     37.818163     0.170766   2971 54590 417 1
13714 J170455.76+223911.3 256.23235     22.653146     0.228902   1688 53462 181 1
13715 J170510.50+351134.8 256.29374     35.193        0.106855    974 52427 538 1
13716 J170525.55+194722.8 256.35645     19.789657     0.194042   1425 52913  51 1
13717 J170534.95+334011.7 256.39562     33.669925     0.125342    972 52435  40 1
13718 J170546.91+631059.1 256.44545     63.183085     0.119137    349 51699  74 1
13719 J170547.99+241304.3 256.44996     24.217854     0.114535   1687 53260 514 1
13720 J170555.02+644417.7 256.47927     64.738246     0.263429    349 51699 607 1
13721 J170601.87+601732.4 256.50778     60.292327     0.13022     353 51703 418 1
13722 J170606.64+305157.1 256.52765     30.865857     0.315159    975 52411 212 1
13723 J170612.12+381959.0 256.55051     38.333069     0.27425     633 52079   8 1
13724 J170626.70+232410.0 256.61124     23.402767     0.0633274  1688 53462 478 3
13725 J170634.67+213044.4 256.64444     21.512337     0.198776   1689 53177 258 1
13726 J170656.52+315937.4 256.73548     31.993709     0.226888    975 52411 426 1
13727 J170718.04+355347.5 256.82518     35.89654      0.290042   2971 54590 127 1
13728 J170721.20+353442.5 256.83833     35.578471     0.293993   2972 54586 440 1
13729 J170743.36+305618.2 256.93067     30.938393     0.0821419   976 52413 125 1
13730 J170743.62+365510.3 256.93173     36.919528     0.0933379  2971 54590 117 1
13731 J170750.54+301203.3 256.9606      30.200914     0.272376    975 52411 149 1
13732 J170804.21+380325.3 257.01755     38.057032     0.311339   2971 54590 576 1
13733 J170812.29+601512.6 257.05121     60.25351      0.14453     353 51703 460 1
13734 J170813.59+641620.7 257.05663     64.272409     0.284693    349 51699 610 1
13735 J170815.37+643137.3 257.06403     64.527035     0.254877    350 51691 277 1
13736 J170819.80+603759.4 257.08252     60.633177     0.289058    353 51703 445 1
13737 J170845.58+595716.2 257.18992     59.954512     0.273668    353 51703 498 1
13738 J170848.31+230734.1 257.20128     23.126127     0.306604   1689 53177 409 1
13739 J170859.13+215308.1 257.24638     21.885585     0.0722634  1689 53177 148 1
13740 J170859.19+374141.6 257.24663     37.694896     0.170628   2971 54590 603 1
13741 J170900.05+601444.4 257.25021     60.245654     0.123744    353 51703 447 1
13742 J170902.07+641728.1 257.25863     64.291127     0.0894183   350 51691 263 1
13743 J170907.81+234837.7 257.28254     23.810483     0.253847   1687 53260  32 1
13744 J170910.22+293056.1 257.2926      29.515589     0.210711    975 52411 192 1
13745 J170911.60+354502.5 257.29833     35.750702     0.0844426  2972 54586 464 1
13746 J170916.44+575422.5 257.31851     57.906262     0.11871     355 51788 336 1
13747 J170917.20+615322.5 257.32166     61.889573     0.292508    351 51780 597 1
13748 J170931.46+343310.3 257.38107     34.552851     0.0778437  2972 54586 253 1
13749 J170938.98+630634.8 257.41242     63.10966      0.0534582   352 51789 303 1
13750 J170946.35+345557.2 257.44312     34.932568     0.0625968  2972 54586 228 1
13751 J170947.83+572325.6 257.44931     57.390451     0.125058    355 51788 319 1
13752 J170953.69+295423.5 257.47369     29.906516     0.082368    977 52410 379 1
13753 J170958.75+342129.3 257.49481     34.358144     0.31428    2972 54586 206 1
13754 J171004.93+362605.2 257.52056     36.434789     0.187862   2971 54590  38 1
13755 J171009.85+642256.7 257.54105     64.382405     0.256399    350 51691 278 1
13756 J171013.43+334402.6 257.55594     33.734063     0.207577    974 52427   4 1
13757 J171024.04+314818.5 257.60018     31.805133     0.132363    976 52413 162 1
13758 J171033.21+584456.8 257.63836     58.74912      0.280763    353 51703 132 1
13759 J171035.12+364457.0 257.64634     36.74918      0.224441   2972 54586 521 1
13760 J171045.51+224923.1 257.68963     22.823079     0.209129   1688 53462  30 1
13761 J171046.78+321946.7 257.6949      32.329626     0.327161    976 52413 515 1
13762 J171055.88+331216.2 257.73283     33.204497     0.339745    976 52413 576 1
13763 J171057.56+294657.4 257.73983     29.782608     0.159789    975 52411 116 1
13764 J171100.16+624727.5 257.75066     62.790984     0.265702    351 51780 609 1
13765 J171117.98+315226.7 257.82492     31.874088     0.244182    976 52413 166 1
13766 J171137.79+290019.0 257.90744     29.005284     0.201684    977 52410 279 1
13767 J171138.96+301003.5 257.91235     30.167632     0.0814067   978 52441 311 1
13768 J171145.62+233250.8 257.94009     23.54744      0.141983   1688 53462 633 1
13769 J171145.76+350927.8 257.94065     35.15771      0.316268   2972 54586 164 1
13770 J171153.90+562946.2 257.97457     56.496174     0.238735    355 51788 258 1
13771 J171157.18+340654.8 257.98823     34.115222     0.294128   2973 54591 384 1
13772 J171207.44+584754.5 258.03102     58.798475     0.269351    355 51788 408 1
13773 J171210.64+295805.8 258.04434     29.968268     0.0814717   975 52411  36 1
13774 J171228.26+574954.0 258.11776     57.831657     0.114446    355 51788 421 1
13775 J171228.44+355302.6 258.11852     35.884064     0.0264824  2972 54586 558 1
13776 J171247.94+554636.7 258.19977     55.776856     0.11257     367 51997 354 1
13777 J171304.46+352333.6 258.2686      35.392658     0.0838729  2972 54586 148 1
13778 J171310.55+573426.7 258.29395     57.574073     0.242524    355 51788 425 1
13779 J171312.65+310059.2 258.30272     31.016448     0.283249    978 52441 428 1
13780 J171317.86+642114.0 258.32441     64.353893     0.228191    350 51691 169 1
13781 J171322.59+325628.0 258.34412     32.941116     0.101368    976 52413 619 1
13782 J171352.53+225814.3 258.46887     22.970632     0.135407   1689 53177 608 1
13783 J171353.85+273626.8 258.47438     27.607454     0.298092    977 52410 220 1
13784 J171411.63+575834.1 258.54846     57.976128     0.0926329   355 51788 414 1
13785 J171414.71+650626.2 258.5613      65.107289     0.0787617   350 51691 520 1
13786 J171415.96+654811.2 258.56648     65.803122     0.180701    350 51691 406 1
13787 J171441.88+644155.3 258.67449     64.698698     0.285083    350 51691 175 1
13788 J171447.55+613806.7 258.69814     61.635199     0.0542128   354 51792 338 1
13789 J171448.51+332738.3 258.70212     33.460635     0.181185   2973 54591 190 1
13790 J171457.68+544455.1 258.74034     54.748636     0.14139     367 51997 298 1
13791 J171504.30+564715.8 258.76791     56.787729     0.190951    355 51788 134 1
13792 J171518.57+573931.6 258.82738     57.658783     0.028147    355 51788 500 1
13793 J171520.19+274826.0 258.83413     27.807216     0.106977    977 52410 125 1
13794 J171526.52+291923.6 258.86051     29.323222     0.208244    977 52410 549 1
13795 J171527.26+314303.3 258.8636      31.717573     0.187191    978 52431 453 2
13796 J171528.14+542509.0 258.86724     54.419173     0.250466    367 51997 295 1
13797 J171540.92+560655.0 258.92048     56.115287     0.297113    367 51997 386 1
13798 J171550.50+593548.8 258.9604      59.596878     0.0657327   353 51703 593 1
13799 J171601.93+311213.9 259.00806     31.20386      0.110156    978 52441 524 1
13800 J171617.23+273410.1 259.07179     27.569479     0.288782    980 52431 261 1
13801 J171622.59+551213.4 259.09411     55.203729     0.322406    367 51997 277 1
13802 J171640.99+270544.1 259.17081     27.095588     0.227736    979 52427 272 1
13803 J171647.41+310403.1 259.19754     31.06752      0.275271    978 52431 571 2
13804 J171702.91+312543.2 259.26212     31.428662     0.158415    978 52441 614 1
13805 J171707.17+640145.2 259.27989     64.029235     0.134553    350 51691   8 1
13806 J171707.54+605257.5 259.28142     60.882627     0.224079    354 51792 394 1
13807 J171712.47+333201.9 259.30194     33.533858     0.110026   2973 54591 514 1
13808 J171724.26+640115.8 259.35107     64.021069     0.279723    352 51789 535 1
13809 J171736.28+325011.7 259.40118     32.836588     0.187608   2973 54591 150 1
13810 J171737.96+655939.4 259.40815     65.994277     0.292385    350 51691 442 1
13811 J171739.05+324215.5 259.41272     32.704313     0.0406066  2973 54591  85 1
13812 J171741.70+303543.2 259.42376     30.595345     0.0834735   978 52441 591 1
13813 J171747.57+593258.2 259.44821     59.549494     0.247716    353 51703 639 1
13814 J171749.85+274012.2 259.45771     27.670048     0.254788    980 52431 222 1
13815 J171750.59+581514.1 259.46081     58.253903     0.310102    355 51788 528 1
13816 J171756.04+261148.5 259.48348     26.196812     0.145046    979 52427 295 1
13817 J171756.32+330530.5 259.48466     33.091808     0.175258   2973 54591 160 1
13818 J171806.85+593313.4 259.52855     59.553716     0.273031    353 51703 637 1
13819 J171808.88+312938.7 259.53698     31.494097     0.249982   2974 54592 337 1
13820 J171828.42+532655.3 259.61842     53.448704     0.300414    359 51821 302 1
13821 J171829.01+573422.4 259.62087     57.572877     0.100742    355 51788 549 1
13822 J171832.78+335307.9 259.63658     33.885529     0.171093   2973 54591 602 1
13823 J171832.86+531304.7 259.6369      53.217971     0.191727    359 51821 310 1
13824 J171836.92+255046.2 259.65385     25.846163     0.0896214   979 52427 258 1
13825 J171850.30+304201.6 259.70959     30.700448     0.281805    978 52441 622 1
13826 J171855.44+275947.4 259.731       27.996504     0.111134    980 52431 238 1
13827 J171902.30+593715.8 259.75958     59.621068     0.178453    353 51703 633 1
13828 J171921.31+272015.8 259.8388      27.337712     0.161776    979 52427 500 1
13829 J171927.09+273435.2 259.86287     27.576431     0.272758    980 52431 181 1
13830 J171928.54+334138.8 259.86891     33.694107     0.0891493  2973 54591 606 1
13831 J171930.57+293412.8 259.87737     29.570236     0.180421    980 52431 419 1
13832 J171931.48+324355.0 259.88117     32.731946     0.0896082  2973 54591 101 1
13833 J171944.12+594100.9 259.93385     59.683596     0.129298    354 51792 292 1
13834 J171952.00+641243.6 259.96666     64.212113     0.309477    350 51691   6 1
13835 J171953.32+524858.8 259.97218     52.816325     0.233774    359 51821 284 1
13836 J172028.80+332600.9 260.11999     33.43359      0.208487   2973 54591 634 1
13837 J172032.29+551330.3 260.13455     55.22509      0.272558    367 51997 197 1
13838 J172033.62+580829.6 260.14009     58.14155      0.159639    366 52017 299 1
13839 J172037.15+574856.3 260.1548      57.815626     0.132774    355 51788 585 1
13840 J172058.69+294516.3 260.24455     29.75453      0.321869    978 52441  34 1
13841 J172059.46+612811.7 260.24774     61.469922     0.236072    354 51792 362 1
13842 J172102.46+534447.2 260.26027     53.74644      0.191765    359 51821 431 1
13843 J172107.90+262432.1 260.28291     26.408929     0.169488    979 52427  57 1
13844 J172117.57+531207.8 260.3232      53.202157     0.266111    359 51821 262 1
13845 J172120.49+263658.4 260.33538     26.616223     0.15616     979 52427  72 1
13846 J172149.54+314424.1 260.45641     31.740016     0.247264   2974 54592 527 1
13847 J172218.12+270315.8 260.57549     27.054391     0.260936    979 52427  31 1
13848 J172218.96+310323.9 260.57901     31.056633     0.305571   2974 54592 153 1
13849 J172223.36+300625.7 260.59734     30.107126     0.0913291  2974 54592 229 1
13850 J172239.93+305252.7 260.66639     30.881292     0.0429887  2974 54592 133 1
13851 J172255.25+320307.6 260.7302      32.05212      0.27521    2974 54592 640 1
13852 J172302.91+610112.9 260.76214     61.020263     0.250652    354 51792 483 1
13853 J172318.45+275601.7 260.82687     27.933806     0.182842    980 52431 112 1
13854 J172320.69+564349.0 260.83622     56.730291     0.2691      367 51997 562 1
13855 J172322.31+550413.8 260.84297     55.070505     0.294699    367 51997 172 1
13856 J172342.43+315117.7 260.92678     31.854907     0.210662   2974 54592 627 1
13857 J172350.15+653404.2 260.95896     65.567839     0.170258    350 51691 611 1
13858 J172415.60+603816.1 261.06501     60.637794     0.154629    354 51792 198 1
13859 J172443.74+630739.8 261.18225     63.127711     0.171576    352 51789 113 1
13860 J172457.55+573701.1 261.23979     57.616964     0.306906    366 52017 242 1
13861 J172459.30+642424.0 261.24707     64.406657     0.138664    350 51691  26 1
13862 J172509.26+550914.1 261.28858     55.153918     0.247304    367 51997 107 1
13863 J172533.07+571645.6 261.3878      57.279323     0.0658374   358 51818 328 1
13864 J172543.19+580604.8 261.42996     58.101336     0.291989    366 52017 203 1
13865 J172601.68+605849.8 261.50699     60.980505     0.229667    354 51792 560 1
13866 J172613.04+543351.3 261.55433     54.564257     0.259217    367 51997   8 1
13867 J172636.76+640155.3 261.65315     64.032031     0.199391    352 51789 613 1
13868 J172643.84+600238.8 261.68268     60.044113     0.0797271   354 51792  92 1
13869 J172704.80+551544.1 261.76999     55.262253     0.247728    367 51997 105 2
13870 J172708.94+554835.1 261.78726     55.809748     0.246902    358 51818 283 1
13871 J172711.82+632241.9 261.79923     63.378293     0.217389    352 51789 639 1
13872 J172723.47+551053.6 261.84779     55.181548     0.247185    367 51997  62 1
13873 J172759.15+542147.0 261.99645     54.363067     0.0994516   359 51821 535 1
13874 J172800.67+545302.8 262.00279     54.88411      0.245564    367 51997  11 1
13875 J172826.88+555745.5 262.11201     55.962646     0.191359    367 51997 586 2
13876 J172921.07+603352.6 262.33781     60.564599     0.221294    354 51792 116 1
13877 J172926.29+550512.8 262.35954     55.086884     0.189923    367 51997  26 1
13878 J172935.81+542940.0 262.3992      54.494446     0.081968    359 51821 574 1
13879 J173038.27+550016.7 262.65944     55.004639     0.249163    360 51816 389 1
13880 J173107.87+620026.1 262.7828      62.00725      0.0687004   354 51792 617 1
13881 J173136.74+532242.7 262.9031      53.378517     0.159615    359 51821  68 1
13882 J173159.22+595818.0 262.99673     59.971676     0.029202    366 52017 564 1
13883 J173206.10+601453.8 263.02543     60.248279     0.320684    366 52017 567 1
13884 J173207.19+542640.5 263.02995     54.444579     0.115143    360 51816 274 1
13885 J173213.39+585354.8 263.05578     58.898546     0.159617    366 52017 598 1
13886 J173229.44+564811.4 263.12268     56.803162     0.303106    358 51818 494 1
13887 J173248.76+612525.9 263.20316     61.423856     0.309772    354 51792 613 1
13888 J173311.08+535457.3 263.29615     53.915924     0.307309    359 51821 586 1
13889 J173441.08+633753.2 263.67118     63.631452     0.248267   2561 54597  55 1
13890 J173523.11+552604.6 263.84631     55.434612     0.161208    360 51816 363 1
13891 J173528.85+593115.3 263.87022     59.520921     0.178252    366 52017 617 1
13892 J173531.44+580931.5 263.88098     58.158748     0.217036    366 52017  59 1
13893 J173705.70+533505.1 264.27376     53.584746     0.225374    360 51816 126 1
13894 J173721.14+550321.7 264.33809     55.056034     0.333155    360 51816 518 1
13895 J173723.63+553548.3 264.34845     55.596762     0.0779889   358 51818  48 1
13896 J173809.30+584253.7 264.53876     58.714904     0.0287691   366 52017 632 1
13897 J173838.83+580052.5 264.66179     58.014581     0.191554    358 51818 569 1
13898 J173912.06+544745.5 264.80023     54.795975     0.256412    360 51816 551 1
13899 J174432.99+535119.7 266.13747     53.855465     0.215118    360 51816  12 1
13900 J174444.14+540722.6 266.1839      54.12295      0.177978    360 51816  23 1
13901 J174457.26+535737.0 266.2386      53.960266     0.315146    360 51816  27 1
13902 J192103.88+383238.8 290.26615     38.544111     0.297424   2821 54393 455 1
13903 J192534.50+372440.2 291.39374     37.41118      0.31096    2821 54393  77 1
13904 J193519.96+625231.9 293.83316     62.875527     0.249039   2563 54653 589 1
13905 J203733.89-010219.4 309.39121     -1.0387107    0.102343    981 52435 318 1
13906 J203815.62-064352.8 309.56508     -6.7313215    0.152848    634 52164 123 1
13907 J203845.09-051908.3 309.68786     -5.3189798    0.228822    634 52164 473 1
13908 J203923.25-002311.2 309.84688     -0.38645516   0.168722    981 52435 180 1
13909 J204021.29-063452.5 310.08871     -6.5812467    0.130288    634 52164  51 1
13910 J204107.98+011153.4 310.28323      1.1981689    0.226546    981 52435 559 1
13911 J204205.65-005718.9 310.52355     -0.9552365    0.143174    981 52435 116 1
13912 J204213.93-055717.2 310.55804     -5.954776     0.156037    635 52145 334 1
13913 J204340.04+002853.4 310.91682      0.48151376   0.316606    981 52435 575 1
13914 J204404.53-011214.7 311.01888     -1.2040786    0.172318    982 52466 313 1
13915 J204527.71-003236.3 311.36544     -0.54340801   0.296863    982 52466 208 1
13916 J204536.41-050522.4 311.4017      -5.0895515    0.248017    635 52145 433 1
13917 J204622.08-002902.7 311.59198     -0.48408186   0.242837    982 52466 175 1
13918 J204626.11+002337.7 311.60878      0.393811     0.332308   1908 53239 596 1
13919 J204717.67-054553.5 311.82362     -5.7648668    0.143253    635 52145 473 1
13920 J204731.68+002056.3 311.88202      0.34898191   0.181727    982 52466 466 1
13921 J204745.25-052515.7 311.93856     -5.4210218    0.0457763   635 52145 469 1
13922 J204841.00-002438.8 312.17084     -0.41078349   0.266866   1116 52932 103 1
13923 J204942.55-010122.5 312.42731     -1.0229141    0.148035    982 52466  71 1
13924 J204942.69-010302.8 312.42788     -1.050779     0.220641    983 52443 285 1
13925 J205000.01+003124.8 312.50005      0.52354679   0.163834    983 52443 382 1
13926 J205032.29-070131.2 312.63455     -7.0253405    0.168377    635 52145  38 1
13927 J205050.78+001159.7 312.7116       0.19991888   0.308924    982 52466 539 1
13928 J205141.54+005135.5 312.92309      0.85987386   0.106167    983 52443 374 1
13929 J205147.48-000940.4 312.94785     -0.16122005   0.147237    983 52443 221 1
13930 J205224.13-011455.4 313.10054     -1.2487108    0.218791   1115 52914 248 1
13931 J205258.20-053841.4 313.24248     -5.6448349    0.173248    635 52145 603 1
13932 J205312.85-010431.0 313.30356     -1.0752895    0.115103    983 52443 125 1
13933 J205345.89-000951.8 313.44119     -0.16438354   0.0781559   983 52443 158 1
13934 J205418.81+004916.0 313.57836      0.82110919   0.22746     983 52443 539 1
13935 J205423.34-010941.6 313.59724     -1.161544     0.201673    983 52443  41 1
13936 J205426.18-003301.6 313.60909     -0.55045514   0.309112    983 52443 156 1
13937 J205528.77-052114.3 313.86986     -5.3539624    0.283366    636 52176 458 1
13938 J205626.04-053150.2 314.10852     -5.5305982    0.196207    636 52176 540 1
13939 J205822.14-065004.4 314.59226     -6.8345513    0.0738197   636 52176 105 1
13940 J205934.55+010706.5 314.89396      1.1184754    0.329681    984 52442 447 1
13941 J210003.05-005847.2 315.01271     -0.97978052   0.154192    984 52442 125 1
13942 J210106.48-003116.9 315.27701     -0.52137189   0.18751     984 52442 101 1
13943 J210109.59-054747.3 315.28995     -5.7964814    0.178568    637 52174 400 1
13944 J210200.43+000501.9 315.50178      0.083856136  0.32922     985 52431 352 1
13945 J210205.34-064756.1 315.52225     -6.7989267    0.12627     637 52174 168 1
13946 J210208.54-064501.9 315.53558     -6.7505333    0.325015    637 52174 411 1
13947 J210226.54+000702.3 315.6106       0.11730653   0.0516698   985 52431 396 1
13948 J210257.36-001037.1 315.73898     -0.17696989   0.304609    985 52431 315 1
13949 J210258.50-062403.2 315.74374     -6.4008992    0.14994     637 52174 462 1
13950 J210303.77+004925.2 315.76569      0.823662     0.137055    985 52431 333 1
13951 J210304.15-000720.9 315.76731     -0.12246852   0.143728    985 52431 319 1
13952 J210358.74-072802.5 315.99477     -7.4673563    0.136618    637 52174 113 1
13953 J210533.44+002829.3 316.38933      0.47480191   0.0543262   985 52431 469 1
13954 J210622.99+105606.6 316.59581     10.935162     0.0947461   728 52520 348 1
13955 J210629.86+110109.1 316.62442     11.019206     0.30443     727 52207 592 1
13956 J210634.80+000243.5 316.645        0.045426105  0.189978    985 52431 468 1
