#name     Ra     Dec
ECO09216 174.721 34.144  
ECO11366 174.721 21.772  
ECO05697 174.722 26.310  
ECO02900 174.729  3.581  
ECO10191 174.731  3.601  
ECO05696 174.733  9.532  
ECO01718 174.747 20.560  
ECO01719 174.748 22.967  
ECO00075 174.751 26.611  
ECO06984 174.755 31.488  
ECO00939 174.761 17.976  
ECO02903 174.764 -0.206  
ECO02902 174.766 26.362  
ECO07851 174.773  9.618  
ECO02901 174.775 43.248  
ECO01720 174.777 17.169  
ECO08620 174.794 26.435  
ECO02904 174.796 39.334  
ECO11698 174.796 19.586  
ECO07854 174.798  9.635  
ECO07477 174.806  2.487  
ECO05699 174.807 17.051  
ECO00112 174.809 25.787  
ECO05698 174.811 14.992  
ECO02905 174.812 17.144  
ECO08863 174.821 28.663  
ECO02906 174.824  9.962  
ECO10328 174.826  9.952  
ECO07108 174.835 26.306  
ECO06962 174.845 22.119  
ECO11922 174.851  6.398  
ECO02907 174.852 19.535  
ECO07805 174.860  8.706  
ECO02908 174.862  3.471  
ECO00076 174.867 26.490  
ECO02708 174.870 17.049  
ECO11927 174.873  7.654  
ECO02910 174.874 26.310  
ECO07241 174.874  0.116  
ECO12334 174.874  7.119  
ECO08092 174.875 15.393  
ECO08495 174.876 25.189  
ECO07026 174.879 22.493  
ECO02911 174.880  7.763  
ECO07107 174.892 26.322  
ECO02912 174.908 20.455  
ECO02913 174.910  4.466  
ECO01377 174.922  7.075  
ECO02914 174.927 31.909  
ECO09386 174.928 36.889  
ECO02915 174.936 31.931  
ECO02916 174.937 22.685  
ECO05700 174.937 37.000  
ECO07022 174.942 20.554  
ECO11770 174.943 25.199  
ECO02917 174.947 17.712  
ECO07023 174.962 20.395  
ECO11732 174.968 17.317  
ECO05703 174.976 17.882  
ECO05701 174.981 13.467  
ECO02918 174.985 16.955  
ECO08255 174.986 20.837  
ECO07043 174.996 20.160  
ECO11456 175.023  5.865  
ECO00732 175.023 20.273  
ECO05704 175.024 17.694  
ECO02919 175.027 -0.838  
ECO01722 175.037 22.553  
ECO01316 175.039 15.327  
ECO08509 175.043 25.326  
ECO02921 175.044 25.309  
ECO02922 175.049 17.312  
ECO07568 175.050  3.568  
ECO05705 175.055 -0.412  
ECO02924 175.056 15.342  
ECO02923 175.058 24.697  
ECO00442 175.061 25.324  
ECO08646 175.064 26.648  
ECO02925 175.067 17.457  
ECO02926 175.070 17.728  
ECO05179 175.072 17.801  
ECO02927 175.078 17.766  
ECO02301 175.079 22.407  
ECO00116 175.079 25.392  
ECO10115 175.079  4.269  
ECO02928 175.096  8.860  
ECO07025 175.104 19.963  
ECO05706 175.110 19.414  
ECO02550 175.153 20.314  
ECO02929 175.163 28.864  
ECO10782 175.166  8.879  
ECO02930 175.174 20.343  
ECO02933 175.184 22.430  
ECO05707 175.186 22.447  
ECO02935 175.190  5.140  
ECO11894 175.194 17.268  
ECO02934 175.195 17.796  
ECO00127 175.195 26.383  
ECO07698 175.198  5.600  
ECO01723 175.202 22.755  
ECO06990 175.207  1.759  
ECO08126 175.213 17.548  
ECO02936 175.214  4.809  
ECO02551 175.230 20.325  
ECO02937 175.235 25.781  
ECO02938 175.246  5.064  
ECO08462 175.248 24.776  
ECO09841 175.248 46.160  
ECO08258 175.249 21.010  
ECO02939 175.257  1.493  
ECO02940 175.265 10.225  
ECO08607 175.268 26.272  
ECO00171 175.270 26.269  
ECO01724 175.278 20.508  
ECO02941 175.283 24.822  
ECO09948 175.285 49.518  
ECO10249 175.291  4.626  
ECO01725 175.294 20.188  
ECO02942 175.297 43.443  
ECO08741 175.305 27.665  
ECO02944 175.320 47.691  
ECO06963 175.323 20.831  
ECO02553 175.324 20.162  
ECO05709 175.325 35.731  
ECO07245 175.342  0.127  
ECO02945 175.343 19.963  
ECO01317 175.349 24.858  
ECO11250 175.354 24.950  
ECO08123 175.356 17.426  
ECO05708 175.365 24.805  
ECO00077 175.379 25.935  
ECO08571 175.380 25.854  
ECO05710 175.400 25.887  
ECO05711 175.403 25.880  
ECO02946 175.408 37.992  
ECO02948 175.411 17.078  
ECO09388 175.413 36.929  
ECO02947 175.414 24.800  
ECO02949 175.416 15.966  
ECO02950 175.430 17.008  
ECO07584 175.431  3.782  
ECO10577 175.431 21.166  
ECO02537 175.437 19.432  
ECO08292 175.441 21.508  
ECO02951 175.450 20.104  
ECO02952 175.467  2.581  
ECO07044 175.469 20.249  
ECO02953 175.471 10.304  
ECO02554 175.476 20.343  
ECO07109 175.477 10.306  
ECO05712 175.483 20.320  
ECO01319 175.486 10.285  
ECO02555 175.497 20.255  
ECO01219 175.503 19.979  
ECO01142 175.505 13.699  
ECO01378 175.513 49.357  
ECO01726 175.513 16.776  
ECO11539 175.520 10.364  
ECO05714 175.520 10.384  
ECO02955 175.525 10.351  
ECO00078 175.531 26.122  
ECO02956 175.533 12.942  
ECO05715 175.535 25.974  
ECO02957 175.538 20.316  
ECO02958 175.547 10.278  
ECO01320 175.552  0.334  
ECO02959 175.554 18.404  
ECO02960 175.561 20.098  
ECO02527 175.565 19.070  
ECO05716 175.565 20.049  
ECO02556 175.566 20.216  
ECO02961 175.570 14.067  
ECO08184 175.576 19.838  
ECO02848 175.576 20.452  
ECO08203 175.580 20.096  
ECO02962 175.585 16.011  
ECO10329 175.587 10.086  
ECO06814 175.593  8.765  
ECO02963 175.593  8.770  
ECO02966 175.599 10.264  
ECO08883 175.601 29.091  
ECO02964 175.602 20.119  
ECO10103 175.603  8.838  
ECO07807 175.612  8.788  
ECO05717 175.621 21.587  
ECO09809 175.627 45.573  
ECO10330 175.627  8.868  
ECO08307 175.631 21.825  
ECO02967 175.651 18.846  
ECO02717 175.663 18.345  
ECO08197 175.664 19.969  
ECO02968 175.665 24.823  
ECO02826 175.666 20.173  
ECO02557 175.674 20.300  
ECO02970 175.675  8.873  
ECO02969 175.675 15.357  
ECO07984 175.676 13.003  
ECO00752 175.677 16.606  
ECO08259 175.681 21.013  
ECO02971 175.682  8.974  
ECO07255 175.687  0.282  
ECO02972 175.688 20.032  
ECO09755 175.691 43.941  
ECO08195 175.692 19.948  
ECO01380 175.697 20.910  
ECO02849 175.712 20.442  
ECO01321 175.712  8.853  
ECO08196 175.717 19.949  
ECO02558 175.722 20.179  
ECO01727 175.722 20.401  
ECO09327 175.724 36.059  
ECO02076 175.725 11.808  
ECO02973 175.725  0.162  
ECO08175 175.727 19.648  
ECO11637 175.735 19.966  
ECO00704 175.739  8.840  
ECO08009 175.744 13.577  
ECO02974 175.746 20.087  
